94047 silly lifecycle user-home@1.1.1~preinstall: no script for preinstall, continuing
102702 silly lifecycle url@0.11.0~install: no script for install, continuing
102703 silly install user-home@1.1.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\user-home-fec6a66d
102704 info lifecycle user-home@1.1.1~install: user-home@1.1.1
102705 silly lifecycle user-home@1.1.1~install: no script for install, continuing
102706 silly install util@0.10.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\util-2b315dc1
102707 info lifecycle util@0.10.3~install: util@0.10.3
102708 silly lifecycle util@0.10.3~install: no script for install, continuing
102709 silly install assert@1.3.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\assert-19825adf
102710 info lifecycle assert@1.3.0~install: assert@1.3.0
102711 silly lifecycle assert@1.3.0~install: no script for install, continuing
102712 silly install util-deprecate@1.0.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\util-deprecate-71db9c86
102713 info lifecycle util-deprecate@1.0.2~install: util-deprecate@1.0.2
102714 silly lifecycle util-deprecate@1.0.2~install: no script for install, continuing
102715 silly install underscore.string@3.3.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\underscore.string-05284442
102716 info lifecycle underscore.string@3.3.4~install: underscore.string@3.3.4
102717 silly lifecycle underscore.string@3.3.4~install: no script for install, continuing
102718 silly install readable-stream@2.0.6 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-bccd51f2
102719 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
102720 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
102721 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-59c50406
102722 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102723 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102724 silly install stream-splicer@2.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\stream-splicer-ea23bdfd
102725 info lifecycle stream-splicer@2.0.0~install: stream-splicer@2.0.0
102726 silly lifecycle stream-splicer@2.0.0~install: no script for install, continuing
102727 silly install labeled-stream-splicer@2.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\labeled-stream-splicer-36d9f0ce
102728 info lifecycle labeled-stream-splicer@2.0.0~install: labeled-stream-splicer@2.0.0
102729 silly lifecycle labeled-stream-splicer@2.0.0~install: no script for install, continuing
102730 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-a95c5689
102731 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102732 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102733 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-892b0a35
102734 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102735 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102736 silly install duplexer2@0.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\duplexer2-5c7c2618
102737 info lifecycle duplexer2@0.1.4~install: duplexer2@0.1.4
102738 silly lifecycle duplexer2@0.1.4~install: no script for install, continuing
102739 silly install stream-combiner2@1.1.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\stream-combiner2-240afca8
102740 info lifecycle stream-combiner2@1.1.1~install: stream-combiner2@1.1.1
102741 silly lifecycle stream-combiner2@1.1.1~install: no script for install, continuing
102742 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-cabfefb6
102743 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102744 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102745 silly install stream-browserify@2.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\stream-browserify-58b20ff6
102746 info lifecycle stream-browserify@2.0.1~install: stream-browserify@2.0.1
102747 silly lifecycle stream-browserify@2.0.1~install: no script for install, continuing
102748 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-f9e4d182
102749 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102750 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102751 silly install read-only-stream@2.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\read-only-stream-a1ac1cb6
102752 info lifecycle read-only-stream@2.0.0~install: read-only-stream@2.0.0
102753 silly lifecycle read-only-stream@2.0.0~install: no script for install, continuing
102754 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-5bd7da0e
102755 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102756 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102757 silly install duplexer2@0.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\duplexer2-6df72791
102758 info lifecycle duplexer2@0.1.4~install: duplexer2@0.1.4
102759 silly lifecycle duplexer2@0.1.4~install: no script for install, continuing
102760 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-1b50a119
102761 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102762 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102763 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-29baedef
102764 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102765 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102766 silly install readable-stream@2.0.6 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-8e08d1b9
102767 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
102768 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
102769 silly install concat-stream@1.5.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\concat-stream-6de5c496
102770 info lifecycle concat-stream@1.5.1~install: concat-stream@1.5.1
102771 silly lifecycle concat-stream@1.5.1~install: no script for install, continuing
102772 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-59b12207
102773 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102774 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102775 silly install readdirp@2.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readdirp-bc4fcc79
102776 info lifecycle readdirp@2.1.0~install: readdirp@2.1.0
102777 silly lifecycle readdirp@2.1.0~install: no script for install, continuing
102778 silly install chokidar@1.6.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\chokidar-773a15d7
102779 info lifecycle chokidar@1.6.0~install: chokidar@1.6.0
102780 silly lifecycle chokidar@1.6.0~install: no script for install, continuing
102781 silly install readable-stream@2.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-ead37e44
102782 info lifecycle readable-stream@2.1.4~install: readable-stream@2.1.4
102783 silly lifecycle readable-stream@2.1.4~install: no script for install, continuing
102784 silly install duplexer2@0.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\duplexer2-dcf24bc4
102785 info lifecycle duplexer2@0.1.4~install: duplexer2@0.1.4
102786 silly lifecycle duplexer2@0.1.4~install: no script for install, continuing
102787 silly install readable-stream@2.0.6 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-e946d5b8
102788 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
102789 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
102790 silly install bl@1.1.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\bl-d3df129e
102791 info lifecycle bl@1.1.2~install: bl@1.1.2
102792 silly lifecycle bl@1.1.2~install: no script for install, continuing
102793 silly install utils-merge@1.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\utils-merge-9368ace8
102794 info lifecycle utils-merge@1.0.0~install: utils-merge@1.0.0
102795 silly lifecycle utils-merge@1.0.0~install: no script for install, continuing
102796 silly install express@4.14.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\express-62fd5436
102797 info lifecycle express@4.14.0~install: express@4.14.0
102798 silly lifecycle express@4.14.0~install: no script for install, continuing
102799 silly install express@4.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\express-4af34a9b
102800 info lifecycle express@4.0.0~install: express@4.0.0
102801 silly lifecycle express@4.0.0~install: no script for install, continuing
102802 silly install v8flags@2.0.11 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\v8flags-46469c7a
102803 info lifecycle v8flags@2.0.11~install: v8flags@2.0.11
102804 silly lifecycle v8flags@2.0.11~install: no script for install, continuing
102805 silly install validate-npm-package-license@3.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\validate-npm-package-license-7f253a09
102806 info lifecycle validate-npm-package-license@3.0.1~install: validate-npm-package-license@3.0.1
102807 silly lifecycle validate-npm-package-license@3.0.1~install: no script for install, continuing
102808 silly install normalize-package-data@2.3.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\normalize-package-data-b0d9a998
102809 info lifecycle normalize-package-data@2.3.5~install: normalize-package-data@2.3.5
102810 silly lifecycle normalize-package-data@2.3.5~install: no script for install, continuing
102811 silly install read-pkg@1.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\read-pkg-eea511d6
102812 info lifecycle read-pkg@1.1.0~install: read-pkg@1.1.0
102813 silly lifecycle read-pkg@1.1.0~install: no script for install, continuing
102814 silly install read-pkg-up@1.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\read-pkg-up-931c5a73
102815 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
102816 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
102817 silly install meow@3.7.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\meow-1fb54cb1
102818 info lifecycle meow@3.7.0~install: meow@3.7.0
102819 silly lifecycle meow@3.7.0~install: no script for install, continuing
102820 silly install dateformat@1.0.12 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\dateformat-8e770e3d
102821 info lifecycle dateformat@1.0.12~install: dateformat@1.0.12
102822 silly lifecycle dateformat@1.0.12~install: no script for install, continuing
102823 silly install vary@1.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vary-e227e6b8
102824 info lifecycle vary@1.0.1~install: vary@1.0.1
102825 silly lifecycle vary@1.0.1~install: no script for install, continuing
102826 silly install cors@2.7.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\cors-9175ea36
102827 info lifecycle cors@2.7.1~install: cors@2.7.1
102828 silly lifecycle cors@2.7.1~install: no script for install, continuing
102829 silly install verror@1.3.6 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\verror-c1a02b09
102830 info lifecycle verror@1.3.6~install: verror@1.3.6
102831 silly lifecycle verror@1.3.6~install: no script for install, continuing
102832 silly install jsprim@1.3.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\jsprim-de38a523
102833 info lifecycle jsprim@1.3.0~install: jsprim@1.3.0
102834 silly lifecycle jsprim@1.3.0~install: no script for install, continuing
102835 silly install http-signature@1.1.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\http-signature-26223a44
102836 info lifecycle http-signature@1.1.1~install: http-signature@1.1.1
102837 silly lifecycle http-signature@1.1.1~install: no script for install, continuing
102838 silly install vinyl@0.5.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-e86e57be
102839 info lifecycle vinyl@0.5.3~install: vinyl@0.5.3
102840 silly lifecycle vinyl@0.5.3~install: no script for install, continuing
102841 silly install vinyl-bufferstream@1.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-bufferstream-c440d4d3
102842 info lifecycle vinyl-bufferstream@1.0.1~install: vinyl-bufferstream@1.0.1
102843 silly lifecycle vinyl-bufferstream@1.0.1~install: no script for install, continuing
102844 silly install vinyl@1.1.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-4cb4b683
102845 info lifecycle vinyl@1.1.1~install: vinyl@1.1.1
102846 silly lifecycle vinyl@1.1.1~install: no script for install, continuing
102847 silly install vinyl-file@1.3.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-file-d303f5f6
102848 info lifecycle vinyl-file@1.3.0~install: vinyl-file@1.3.0
102849 silly lifecycle vinyl-file@1.3.0~install: no script for install, continuing
102850 silly install clone@0.2.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\clone-c349926f
102851 info lifecycle clone@0.2.0~install: clone@0.2.0
102852 silly lifecycle clone@0.2.0~install: no script for install, continuing
102853 silly install graceful-fs@3.0.8 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\graceful-fs-4821473c
102854 info lifecycle graceful-fs@3.0.8~install: graceful-fs@3.0.8
102855 silly lifecycle graceful-fs@3.0.8~install: no script for install, continuing
102856 silly install minimist@0.0.8 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\minimist-d28e498e
102857 info lifecycle minimist@0.0.8~install: minimist@0.0.8
102858 silly lifecycle minimist@0.0.8~install: no script for install, continuing
102859 silly install mkdirp@0.5.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\mkdirp-27fc0be2
102860 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
102861 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
102862 silly install readable-stream@1.0.34 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\readable-stream-812130bb
102863 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
102864 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
102865 silly install strip-bom@1.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\strip-bom-c87328b7
102866 info lifecycle strip-bom@1.0.0~install: strip-bom@1.0.0
102867 silly lifecycle strip-bom@1.0.0~install: no script for install, continuing
102868 silly install vinyl@0.4.6 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-6f89a3ed
102869 info lifecycle vinyl@0.4.6~install: vinyl@0.4.6
102870 silly lifecycle vinyl@0.4.6~install: no script for install, continuing
102871 silly install source-map@0.1.43 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\source-map-12e70e33
102872 info lifecycle source-map@0.1.43~install: source-map@0.1.43
102873 silly lifecycle source-map@0.1.43~install: no script for install, continuing
102874 silly install vinyl-sourcemaps-apply@0.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-sourcemaps-apply-07d36529
102875 info lifecycle vinyl-sourcemaps-apply@0.1.4~install: vinyl-sourcemaps-apply@0.1.4
102876 silly lifecycle vinyl-sourcemaps-apply@0.1.4~install: no script for install, continuing
102877 silly install vm-browserify@0.0.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vm-browserify-b6eaac77
102878 info lifecycle vm-browserify@0.0.4~install: vm-browserify@0.0.4
102879 silly lifecycle vm-browserify@0.0.4~install: no script for install, continuing
102880 silly install which@1.2.10 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\which-cb015a4b
102881 info lifecycle which@1.2.10~install: which@1.2.10
102882 silly lifecycle which@1.2.10~install: no script for install, continuing
102883 silly install wide-align@1.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\wide-align-c9e5dbd0
102884 info lifecycle wide-align@1.1.0~install: wide-align@1.1.0
102885 silly lifecycle wide-align@1.1.0~install: no script for install, continuing
102886 silly install gauge@2.6.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gauge-7584277b
102887 info lifecycle gauge@2.6.0~install: gauge@2.6.0
102888 silly lifecycle gauge@2.6.0~install: no script for install, continuing
102889 silly install npmlog@3.1.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\npmlog-3ba61f2e
102890 info lifecycle npmlog@3.1.2~install: npmlog@3.1.2
102891 silly lifecycle npmlog@3.1.2~install: no script for install, continuing
102892 silly install window-size@0.1.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\window-size-fab34aa3
102893 info lifecycle window-size@0.1.4~install: window-size@0.1.4
102894 silly lifecycle window-size@0.1.4~install: no script for install, continuing
102895 silly install wordwrap@0.0.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\wordwrap-427e6c4b
102896 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
102897 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
102898 silly install yargs@3.5.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yargs-c76d33f6
102899 info lifecycle yargs@3.5.4~install: yargs@3.5.4
102900 silly lifecycle yargs@3.5.4~install: no script for install, continuing
102901 silly install uglify-js@2.4.24 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\uglify-js-ce64f051
102902 info lifecycle uglify-js@2.4.24~install: uglify-js@2.4.24
102903 silly lifecycle uglify-js@2.4.24~install: no script for install, continuing
102904 silly install with@3.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\with-fef8d6a3
102905 info lifecycle with@3.0.1~install: with@3.0.1
102906 silly lifecycle with@3.0.1~install: no script for install, continuing
102907 silly install constantinople@2.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\constantinople-358132a5
102908 info lifecycle constantinople@2.0.1~install: constantinople@2.0.1
102909 silly lifecycle constantinople@2.0.1~install: no script for install, continuing
102910 silly install optimist@0.3.7 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\optimist-59353f9e
102911 info lifecycle optimist@0.3.7~install: optimist@0.3.7
102912 silly lifecycle optimist@0.3.7~install: no script for install, continuing
102913 silly install uglify-js@2.2.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\uglify-js-f5d53188
102914 info lifecycle uglify-js@2.2.5~install: uglify-js@2.2.5
102915 silly lifecycle uglify-js@2.2.5~install: no script for install, continuing
102916 silly install transformers@2.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\transformers-60fbb29a
102917 info lifecycle transformers@2.1.0~install: transformers@2.1.0
102918 silly lifecycle transformers@2.1.0~install: no script for install, continuing
102919 silly install cliui@2.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\cliui-4f795d2d
102920 info lifecycle cliui@2.1.0~install: cliui@2.1.0
102921 silly lifecycle cliui@2.1.0~install: no script for install, continuing
102922 silly install yargs@3.10.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yargs-98b37c30
102923 info lifecycle yargs@3.10.0~install: yargs@3.10.0
102924 silly lifecycle yargs@3.10.0~install: no script for install, continuing
102925 silly install uglify-js@2.6.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\uglify-js-6fbede7e
102926 info lifecycle uglify-js@2.6.4~install: uglify-js@2.6.4
102927 silly lifecycle uglify-js@2.6.4~install: no script for install, continuing
102928 silly install wrap-ansi@2.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\wrap-ansi-ba40550b
102929 info lifecycle wrap-ansi@2.0.0~install: wrap-ansi@2.0.0
102930 silly lifecycle wrap-ansi@2.0.0~install: no script for install, continuing
102931 silly install cliui@3.2.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\cliui-66631acd
102932 info lifecycle cliui@3.2.0~install: cliui@3.2.0
102933 silly lifecycle cliui@3.2.0~install: no script for install, continuing
102934 silly install wrappy@1.0.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\wrappy-a4839f71
102935 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
102936 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
102937 silly install once@1.3.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\once-a46e6bef
102938 info lifecycle once@1.3.3~install: once@1.3.3
102939 silly lifecycle once@1.3.3~install: no script for install, continuing
102940 silly install run-async@0.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\run-async-70163da8
102941 info lifecycle run-async@0.1.0~install: run-async@0.1.0
102942 silly lifecycle run-async@0.1.0~install: no script for install, continuing
102943 silly install inquirer@0.12.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\inquirer-9d30f9be
102944 info lifecycle inquirer@0.12.0~install: inquirer@0.12.0
102945 silly lifecycle inquirer@0.12.0~install: no script for install, continuing
102946 silly install end-of-stream@0.1.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\end-of-stream-a723bdca
102947 info lifecycle end-of-stream@0.1.5~install: end-of-stream@0.1.5
102948 silly lifecycle end-of-stream@0.1.5~install: no script for install, continuing
102949 silly install orchestrator@0.3.7 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\orchestrator-2d532eed
102950 info lifecycle orchestrator@0.3.7~install: orchestrator@0.3.7
102951 silly lifecycle orchestrator@0.3.7~install: no script for install, continuing
102952 silly install inflight@1.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\inflight-24624135
102953 info lifecycle inflight@1.0.5~install: inflight@1.0.5
102954 silly lifecycle inflight@1.0.5~install: no script for install, continuing
102955 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-b62aa735
102956 info lifecycle glob@7.0.5~install: glob@7.0.5
102957 silly lifecycle glob@7.0.5~install: no script for install, continuing
102958 silly install tape@4.6.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\tape-88a812f9
102959 info lifecycle tape@4.6.0~install: tape@4.6.0
102960 silly lifecycle tape@4.6.0~install: no script for install, continuing
102961 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-f33b9540
102962 info lifecycle glob@7.0.5~install: glob@7.0.5
102963 silly lifecycle glob@7.0.5~install: no script for install, continuing
102964 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-b6d5a102
102965 info lifecycle glob@7.0.5~install: glob@7.0.5
102966 silly lifecycle glob@7.0.5~install: no script for install, continuing
102967 silly install rimraf@2.5.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\rimraf-d4790ee0
102968 info lifecycle rimraf@2.5.3~install: rimraf@2.5.3
102969 silly lifecycle rimraf@2.5.3~install: no script for install, continuing
102970 silly install fstream@1.0.10 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\fstream-2f1adbd0
102971 info lifecycle fstream@1.0.10~install: fstream@1.0.10
102972 silly lifecycle fstream@1.0.10~install: no script for install, continuing
102973 silly install tar@2.2.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\tar-a0a42701
102974 info lifecycle tar@2.2.1~install: tar@2.2.1
102975 silly lifecycle tar@2.2.1~install: no script for install, continuing
102976 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-8740463a
102977 info lifecycle glob@7.0.5~install: glob@7.0.5
102978 silly lifecycle glob@7.0.5~install: no script for install, continuing
102979 silly install globule@1.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\globule-2d6fe1a9
102980 info lifecycle globule@1.0.0~install: globule@1.0.0
102981 silly lifecycle globule@1.0.0~install: no script for install, continuing
102982 silly install gaze@1.1.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gaze-726b319f
102983 info lifecycle gaze@1.1.0~install: gaze@1.1.0
102984 silly lifecycle gaze@1.1.0~install: no script for install, continuing
102985 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-5ad85976
102986 info lifecycle glob@7.0.5~install: glob@7.0.5
102987 silly lifecycle glob@7.0.5~install: no script for install, continuing
102988 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-68b68119
102989 info lifecycle glob@7.0.5~install: glob@7.0.5
102990 silly lifecycle glob@7.0.5~install: no script for install, continuing
102991 silly install globby@5.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\globby-c25d218e
102992 info lifecycle globby@5.0.0~install: globby@5.0.0
102993 silly lifecycle globby@5.0.0~install: no script for install, continuing
102994 silly install del@2.2.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\del-7e8fe41b
102995 info lifecycle del@2.2.1~install: del@2.2.1
102996 silly lifecycle del@2.2.1~install: no script for install, continuing
102997 silly install glob@4.5.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-01b7a4b4
102998 info lifecycle glob@4.5.3~install: glob@4.5.3
102999 silly lifecycle glob@4.5.3~install: no script for install, continuing
103000 silly install glob@5.0.15 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-eabb1f89
103001 info lifecycle glob@5.0.15~install: glob@5.0.15
103002 silly lifecycle glob@5.0.15~install: no script for install, continuing
103003 silly install findup-sync@0.3.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\findup-sync-ba8a1637
103004 info lifecycle findup-sync@0.3.0~install: findup-sync@0.3.0
103005 silly lifecycle findup-sync@0.3.0~install: no script for install, continuing
103006 silly install liftoff@2.2.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\liftoff-e1d26169
103007 info lifecycle liftoff@2.2.4~install: liftoff@2.2.4
103008 silly lifecycle liftoff@2.2.4~install: no script for install, continuing
103009 silly install glob@7.0.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-6db52511
103010 info lifecycle glob@7.0.5~install: glob@7.0.5
103011 silly lifecycle glob@7.0.5~install: no script for install, continuing
103012 silly install minimist@0.0.8 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\minimist-f597cfef
103013 info lifecycle minimist@0.0.8~install: minimist@0.0.8
103014 silly lifecycle minimist@0.0.8~install: no script for install, continuing
103015 silly install mkdirp@0.5.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\mkdirp-1118e0f7
103016 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
103017 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
103018 silly install write@0.2.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\write-1ccf6a08
103019 info lifecycle write@0.2.1~install: write@0.2.1
103020 silly lifecycle write@0.2.1~install: no script for install, continuing
103021 silly install flat-cache@1.0.10 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\flat-cache-d086b5fe
103022 info lifecycle flat-cache@1.0.10~install: flat-cache@1.0.10
103023 silly lifecycle flat-cache@1.0.10~install: no script for install, continuing
103024 silly install file-entry-cache@1.2.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\file-entry-cache-cc0ba8ad
103025 info lifecycle file-entry-cache@1.2.4~install: file-entry-cache@1.2.4
103026 silly lifecycle file-entry-cache@1.2.4~install: no script for install, continuing
103027 silly install xmlbuilder@8.2.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\xmlbuilder-8b9a0363
103028 info lifecycle xmlbuilder@8.2.2~install: xmlbuilder@8.2.2
